date,location,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm
2/12/2008,Canberra,W,48,NNW,WNW,9,17
2/13/2008,Sydney,NA,NA,S,S,24,30
2/13/2008,Canberra,ENE,30,SSE,SSE,13,15
2/14/2008,Sydney,NA,NA,SSW,SSE,15,19
2/14/2008,Canberra,E,33,S,SE,11,9
2/15/2008,Sydney,NA,NA,SW,SSE,19,22
2/15/2008,Canberra,ENE,35,SE,E,7,7
2/16/2008,Sydney,NA,NA,WNW,SSE,11,26
2/16/2008,Canberra,ENE,39,SE,E,7,19
2/17/2008,Sydney,NA,NA,SE,ESE,13,24
2/17/2008,Canberra,ENE,46,ESE,NNE,9,13
2/18/2008,Sydney,NA,NA,SSE,ENE,13,24
2/18/2008,Canberra,E,31,S,NNE,7,11
2/19/2008,Sydney,NA,NA,WNW,E,7,17
2/19/2008,Canberra,NE,33,ESE,SE,6,15
2/20/2008,Sydney,NA,NA,W,E,13,22
2/20/2008,Canberra,ESE,39,SSE,WNW,2,9
2/21/2008,Sydney,NA,NA,WNW,SE,4,15
2/21/2008,Canberra,S,50,NNW,N,4,7
2/22/2008,Sydney,NA,NA,WNW,E,11,28
2/22/2008,Canberra,W,50,NA,W,NA,28
2/23/2008,Sydney,NA,NA,WSW,ESE,20,24
2/23/2008,Canberra,NW,46,WNW,WNW,20,26
2/24/2008,Sydney,NA,NA,WNW,ESE,11,24
2/24/2008,Canberra,NW,44,NW,WNW,15,30
2/25/2008,Sydney,NA,NA,E,E,15,20
2/25/2008,Canberra,ENE,44,ENE,WSW,9,7
2/26/2008,Sydney,NA,NA,WSW,E,2,28
2/26/2008,Canberra,NW,44,WSW,NW,4,17
2/27/2008,Sydney,NA,NA,NA,NNE,0,15
2/27/2008,Canberra,W,48,NA,W,NA,30
2/28/2008,Sydney,NA,NA,S,ESE,20,9
2/28/2008,Canberra,SSE,48,S,SE,13,13
2/29/2008,Sydney,NA,NA,SW,S,24,28
2/29/2008,Canberra,S,48,S,S,24,17
3/1/2008,Sydney,NA,NA,W,SSE,19,31
3/1/2008,Canberra,S,35,SSE,SSE,15,15
3/2/2008,Sydney,NA,NA,W,SE,13,17
3/2/2008,Canberra,E,35,ESE,WNW,7,11
3/3/2008,Sydney,NA,NA,W,ENE,15,19
3/3/2008,Canberra,E,35,ESE,WNW,6,9
3/4/2008,Sydney,NA,NA,WNW,E,9,19
3/4/2008,Canberra,ESE,39,SSE,WNW,6,7
3/5/2008,Sydney,NA,NA,S,ESE,19,22
3/5/2008,Canberra,E,46,SSE,WSW,7,6
3/6/2008,Sydney,NA,NA,N,ENE,11,19
3/6/2008,Canberra,WSW,41,NNW,NNE,6,9
3/7/2008,Sydney,NA,NA,SSW,SSE,13,24
3/7/2008,Canberra,E,50,NA,ENE,NA,9
3/8/2008,Sydney,NA,NA,WNW,E,9,22
3/8/2008,Canberra,NNW,24,SSE,NNW,6,9
3/9/2008,Sydney,NA,NA,W,E,9,19
3/9/2008,Canberra,E,41,SE,NNE,7,11
3/10/2008,Sydney,NA,NA,WNW,NE,9,24
3/10/2008,Canberra,WNW,24,ENE,W,6,9
3/11/2008,Sydney,NA,NA,ENE,E,2,20
3/11/2008,Canberra,SSW,46,SE,ENE,11,7
3/12/2008,Sydney,NA,NA,W,NE,7,22
3/12/2008,Canberra,WNW,44,ESE,WSW,6,28
3/13/2008,Sydney,NA,NA,WNW,ESE,6,20
3/13/2008,Canberra,ENE,39,SE,NNW,7,7
3/14/2008,Sydney,NA,NA,W,ENE,9,24
3/14/2008,Canberra,W,22,SE,W,9,13
3/15/2008,Sydney,NA,NA,NW,ENE,2,20
3/15/2008,Canberra,SE,48,SE,ESE,7,4
3/16/2008,Sydney,NA,NA,W,E,7,24
3/16/2008,Canberra,NE,28,ENE,WNW,4,6
3/17/2008,Sydney,NA,NA,WNW,NA,4,NA
3/17/2008,Canberra,NE,33,ESE,NNW,9,13
3/18/2008,Sydney,NA,NA,N,ENE,11,20
3/18/2008,Canberra,NW,43,NA,WNW,0,19
3/19/2008,Sydney,NA,NA,SSE,E,7,13
3/19/2008,Canberra,NE,31,SE,NNE,4,15
3/20/2008,Sydney,NA,NA,NNE,NE,6,17
3/20/2008,Canberra,NW,46,NA,WSW,0,26
3/21/2008,Sydney,NA,NA,S,SSW,26,22
3/21/2008,Canberra,SE,30,ESE,ESE,9,17
3/22/2008,Sydney,NA,NA,ESE,E,24,30
3/22/2008,Canberra,E,33,SE,ESE,6,17
3/23/2008,Sydney,NA,NA,WNW,ESE,9,13
3/23/2008,Canberra,ENE,30,NNW,SW,6,7
3/24/2008,Sydney,NA,NA,NNW,ENE,7,26
3/24/2008,Canberra,NW,28,SSE,WNW,6,19
3/25/2008,Sydney,NA,NA,NE,NNW,4,17
3/25/2008,Canberra,NNW,43,N,N,11,20
3/26/2008,Sydney,NA,NA,NA,NW,0,6
3/26/2008,Canberra,W,46,NNW,W,17,20
3/27/2008,Sydney,NA,NA,W,ESE,20,19
3/27/2008,Canberra,N,33,SE,N,7,17
3/28/2008,Sydney,NA,NA,SSW,SE,13,17
3/28/2008,Canberra,W,31,SE,WNW,7,19
3/29/2008,Sydney,NA,NA,W,E,15,15
3/29/2008,Canberra,NW,57,N,NW,9,22
3/30/2008,Sydney,NA,NA,W,WNW,22,15
3/30/2008,Canberra,WNW,50,WSW,WNW,6,31
3/31/2008,Sydney,NA,NA,WNW,WNW,9,17
3/31/2008,Canberra,WNW,57,NW,W,19,26
4/1/2008,Sydney,NA,NA,W,ESE,20,15
4/1/2008,Canberra,NNW,22,ESE,WNW,7,11
4/2/2008,Sydney,NA,NA,W,N,6,22
4/2/2008,Canberra,NNW,83,SSW,NW,2,37
4/3/2008,Sydney,NA,NA,SW,WSW,26,20
4/3/2008,Canberra,WNW,63,NW,W,26,33
4/4/2008,Sydney,NA,NA,W,E,24,15
4/4/2008,Canberra,N,22,NW,WSW,6,7
4/5/2008,Sydney,NA,NA,WNW,E,13,17
4/5/2008,Canberra,E,26,SE,NNW,7,7
4/6/2008,Sydney,NA,NA,W,ESE,13,20
4/6/2008,Canberra,E,35,SSW,NNW,7,11
4/7/2008,Sydney,NA,NA,SSW,SSE,11,15
4/7/2008,Canberra,ENE,31,ESE,ENE,11,11
4/8/2008,Sydney,NA,NA,SE,SE,20,17
4/8/2008,Canberra,ESE,39,SSE,SE,15,9
4/9/2008,Sydney,NA,NA,W,E,13,20
4/9/2008,Canberra,SW,17,S,WNW,9,6
4/10/2008,Sydney,NA,NA,W,E,15,15
4/10/2008,Canberra,E,26,NNW,N,4,6
4/11/2008,Sydney,NA,NA,W,E,15,15
4/11/2008,Canberra,ESE,39,SE,WSW,2,7
4/12/2008,Sydney,NA,NA,W,E,11,9
4/12/2008,Canberra,WNW,35,SSW,WNW,6,11
4/13/2008,Sydney,NA,NA,W,ESE,11,4
4/13/2008,Canberra,W,39,SSE,NW,13,15
4/14/2008,Sydney,NA,NA,SSW,S,19,30
4/14/2008,Canberra,S,31,SSE,SSE,9,20
4/15/2008,Sydney,NA,NA,SW,S,20,22
4/15/2008,Canberra,SSE,28,SSE,S,7,9
4/16/2008,Sydney,NA,NA,SSW,SSW,15,20
4/16/2008,Canberra,S,31,S,SE,9,13
4/17/2008,Sydney,NA,NA,SSW,S,17,13
4/17/2008,Canberra,WNW,26,SSW,NW,7,7
4/18/2008,Sydney,NA,NA,W,SSE,4,15
4/18/2008,Canberra,ESE,48,SSE,ENE,17,11
4/19/2008,Sydney,NA,NA,SE,SE,22,24
4/19/2008,Canberra,SE,35,SE,ESE,13,22
4/20/2008,Sydney,NA,NA,ESE,S,15,6
4/20/2008,Canberra,ESE,33,SSE,ESE,11,30
4/21/2008,Sydney,NA,NA,SSW,S,9,19
4/21/2008,Canberra,E,30,SE,SSE,9,7
4/22/2008,Sydney,NA,NA,SSE,SE,9,20
4/22/2008,Canberra,SE,33,SSE,E,13,22
4/23/2008,Sydney,NA,NA,SW,SSE,6,22
4/23/2008,Canberra,ENE,26,NA,ESE,0,7
4/24/2008,Sydney,NA,NA,S,S,19,20
4/24/2008,Canberra,NE,28,ESE,NE,7,9
4/25/2008,Sydney,NA,NA,SSE,S,17,15
4/25/2008,Canberra,WNW,22,NA,NW,0,7
4/26/2008,Sydney,NA,NA,W,E,15,6
4/26/2008,Canberra,NW,44,ESE,WNW,2,20
4/27/2008,Sydney,NA,NA,NNW,N,20,22
4/27/2008,Canberra,NW,59,NNW,NW,26,31
4/28/2008,Sydney,NA,NA,W,WSW,20,24
4/28/2008,Canberra,W,57,WNW,WNW,26,22
4/29/2008,Sydney,NA,NA,W,SSE,24,9
4/29/2008,Canberra,NNW,22,NA,NNW,0,9
4/30/2008,Sydney,NA,NA,W,E,15,17
4/30/2008,Canberra,N,28,E,N,2,19
5/1/2008,Sydney,NA,NA,WNW,W,11,7
5/1/2008,Canberra,WNW,31,W,NNW,6,26
5/2/2008,Sydney,NA,NA,W,WSW,19,17
5/2/2008,Canberra,W,43,SSW,WNW,6,28
5/3/2008,Sydney,NA,NA,W,SSE,19,11
5/3/2008,Canberra,NW,31,ESE,W,6,13
5/4/2008,Sydney,NA,NA,W,SE,22,11
5/4/2008,Canberra,NNW,30,SW,NNW,2,15
5/5/2008,Sydney,NA,NA,W,NW,15,7
5/5/2008,Canberra,NW,39,NE,WNW,2,19
5/6/2008,Sydney,NA,NA,W,WNW,9,9
5/6/2008,Canberra,NW,41,W,NW,7,26
5/7/2008,Sydney,NA,NA,W,SSE,22,13
5/7/2008,Canberra,WNW,43,NW,WNW,17,30
5/8/2008,Sydney,NA,NA,W,S,24,15
5/8/2008,Canberra,NW,24,NA,NW,0,9
5/9/2008,Sydney,NA,NA,W,SE,17,11
5/9/2008,Canberra,NNW,17,WNW,N,2,9
5/10/2008,Sydney,NA,NA,WNW,E,11,11
5/10/2008,Canberra,NW,20,NW,NNW,2,9
5/11/2008,Sydney,NA,NA,WNW,SSE,13,15
5/11/2008,Canberra,E,20,WSW,NE,6,11
5/12/2008,Sydney,NA,NA,W,E,11,15
5/12/2008,Canberra,NA,24,E,NNW,4,15
5/13/2008,Sydney,NA,NA,W,E,11,9
5/13/2008,Canberra,NNW,30,SE,NW,7,15
5/14/2008,Sydney,NA,NA,W,ENE,20,19
5/14/2008,Canberra,NNW,31,NA,NNW,NA,20
5/15/2008,Sydney,NA,NA,W,E,13,9
5/15/2008,Canberra,NW,33,NNE,NW,2,20
5/16/2008,Sydney,NA,NA,WNW,NE,15,15
5/16/2008,Canberra,NW,35,W,NW,9,15
5/17/2008,Sydney,NA,NA,NNW,NNW,20,17
5/17/2008,Canberra,NW,52,NNW,NW,30,24
5/18/2008,Sydney,NA,NA,W,W,19,31
5/18/2008,Canberra,NW,41,NNW,WNW,13,26
5/19/2008,Sydney,NA,NA,W,WNW,22,7
5/19/2008,Canberra,W,52,NA,WNW,0,24
5/20/2008,Sydney,NA,NA,W,W,24,7
5/20/2008,Canberra,WNW,31,S,WNW,6,24
5/21/2008,Sydney,NA,NA,WNW,S,19,22
5/21/2008,Canberra,E,24,ESE,W,2,7
5/22/2008,Sydney,NA,NA,SSW,SSE,20,19
5/22/2008,Canberra,ESE,20,SSE,E,7,6
5/23/2008,Sydney,NA,NA,WNW,SSE,17,13
5/23/2008,Canberra,SE,17,SE,SSW,11,6
5/24/2008,Sydney,NA,NA,W,NW,13,2
5/24/2008,Canberra,SE,17,SE,SSW,6,6
5/25/2008,Sydney,NA,NA,W,ENE,17,11
5/25/2008,Canberra,W,39,SE,NNW,6,15
5/26/2008,Sydney,NA,NA,W,ENE,20,13
5/26/2008,Canberra,ESE,22,NNW,W,6,6
5/27/2008,Sydney,NA,NA,W,E,15,13
5/27/2008,Canberra,NNW,22,NA,NW,0,13
5/28/2008,Sydney,NA,NA,W,NE,26,2
5/28/2008,Canberra,NW,20,NA,NW,0,6
5/29/2008,Sydney,NA,NA,W,S,19,4
5/29/2008,Canberra,NW,20,SSE,WNW,7,7
5/30/2008,Sydney,NA,NA,W,E,19,7
5/30/2008,Canberra,NA,NA,N,NNW,2,15
5/31/2008,Sydney,NA,NA,WNW,SSE,17,17
5/31/2008,Canberra,E,22,NA,N,0,7
6/1/2008,Sydney,NA,NA,W,SE,19,17
6/1/2008,Canberra,NE,17,NA,ENE,NA,7
6/2/2008,Sydney,NA,NA,W,W,9,7
6/2/2008,Canberra,NNE,15,SSE,NNE,6,6
6/3/2008,Sydney,NA,NA,W,E,17,22
6/3/2008,Canberra,ESE,20,S,ESE,9,11
6/4/2008,Sydney,NA,NA,SE,ESE,19,26
6/4/2008,Canberra,SSE,41,SE,SE,9,20
6/5/2008,Sydney,NA,NA,SSW,S,24,24
6/5/2008,Canberra,S,31,SSE,S,6,20
6/6/2008,Sydney,NA,NA,WSW,SSW,15,24
6/6/2008,Canberra,S,22,SE,NNE,11,4
6/7/2008,Sydney,NA,NA,W,S,19,24
6/7/2008,Canberra,NE,28,N,ESE,4,11
6/8/2008,Sydney,NA,NA,WNW,ESE,17,17
6/8/2008,Canberra,E,30,SSE,ENE,6,13
6/9/2008,Sydney,NA,NA,W,ESE,13,2
6/9/2008,Canberra,NNE,30,SSE,NE,6,19
6/10/2008,Sydney,NA,NA,W,N,13,9
6/10/2008,Canberra,NW,31,E,NA,2,0
6/11/2008,Sydney,NA,NA,NNW,N,6,4
6/11/2008,Canberra,NW,46,NNW,NW,22,17
6/12/2008,Sydney,NA,NA,W,ENE,11,7
6/12/2008,Canberra,NW,43,N,WNW,15,24
6/13/2008,Sydney,NA,NA,NW,WSW,20,26
6/13/2008,Canberra,WNW,54,W,WNW,19,28
6/14/2008,Sydney,NA,NA,W,SW,30,24
6/14/2008,Canberra,S,48,NW,S,7,24
6/15/2008,Sydney,NA,NA,SSW,SSW,24,26
6/15/2008,Canberra,S,43,S,SSW,24,26
6/16/2008,Sydney,NA,NA,SSW,SSW,19,20
6/16/2008,Canberra,SSW,26,SSW,ESE,17,9
6/17/2008,Sydney,NA,NA,W,SSW,11,13
6/17/2008,Canberra,NNE,20,SSW,NNE,7,7
6/18/2008,Sydney,NA,NA,W,NE,13,2
6/18/2008,Canberra,N,13,N,NNW,6,9
6/19/2008,Sydney,NA,NA,WNW,ESE,13,13
6/19/2008,Canberra,NNW,17,SE,SSE,6,7
6/20/2008,Sydney,NA,NA,W,W,19,19
6/20/2008,Canberra,W,26,WNW,WNW,6,7
6/21/2008,Sydney,NA,NA,W,WSW,15,17
6/21/2008,Canberra,WNW,41,E,WNW,6,19
6/22/2008,Sydney,NA,NA,W,SSW,22,22
6/22/2008,Canberra,NW,33,NNW,SE,9,9
6/23/2008,Sydney,NA,NA,WNW,WSW,13,13
6/23/2008,Canberra,NW,24,W,N,7,15
6/24/2008,Sydney,NA,NA,W,WNW,19,9
6/24/2008,Canberra,WNW,41,S,NW,2,28
6/25/2008,Sydney,NA,NA,W,WNW,17,6
6/25/2008,Canberra,NW,46,NA,WNW,0,28
6/26/2008,Sydney,NA,NA,WNW,W,28,28
6/26/2008,Canberra,WNW,63,NNW,WNW,20,28
6/27/2008,Sydney,NA,NA,W,WSW,24,15
6/27/2008,Canberra,NNW,35,N,NNW,7,24
6/28/2008,Sydney,NA,NA,W,SSE,20,9
6/28/2008,Canberra,NW,15,N,NW,6,9
6/29/2008,Sydney,NA,NA,WNW,NNW,13,6
6/29/2008,Canberra,NNW,31,S,N,6,22
6/30/2008,Sydney,NA,NA,NNW,NW,19,28
6/30/2008,Canberra,W,70,NW,NNW,22,28
7/1/2008,Sydney,NA,NA,NA,W,0,41
7/1/2008,Canberra,NW,78,NW,W,33,33
7/1/2008,Melbourne,W,63,W,W,37,35
7/1/2008,Brisbane,WNW,26,SSW,W,6,15
7/1/2008,Adelaide,NW,48,SW,W,13,15
7/1/2008,Perth,ENE,20,NA,E,0,7
7/1/2008,Hobart,WSW,81,NNE,NW,17,24
7/1/2008,Darwin,E,41,ENE,SSE,13,17
7/2/2008,Sydney,NA,NA,WNW,W,26,31
7/2/2008,Canberra,WNW,61,NNW,WNW,31,30
7/2/2008,Melbourne,W,63,W,WSW,30,35
7/2/2008,Brisbane,W,30,W,WNW,15,19
7/2/2008,Adelaide,SW,35,SSW,SW,13,15
7/2/2008,Perth,NE,22,ESE,ENE,6,9
7/2/2008,Hobart,W,83,NW,SW,24,26
7/2/2008,Darwin,ENE,50,SE,E,15,28
7/3/2008,Sydney,NA,NA,W,WNW,17,7
7/3/2008,Canberra,N,31,ESE,NNW,7,20
7/3/2008,Melbourne,W,39,W,W,17,24
7/3/2008,Brisbane,E,22,SW,E,7,15
7/3/2008,Adelaide,W,20,NNE,SW,2,11
7/3/2008,Perth,NE,31,NA,WNW,0,4
7/3/2008,Hobart,SW,100,WNW,SW,37,39
7/3/2008,Darwin,E,46,ESE,ENE,22,19
7/4/2008,Sydney,NA,NA,W,S,20,9
7/4/2008,Canberra,ESE,35,SSW,NE,4,13
7/4/2008,Melbourne,E,19,NNW,N,9,7
7/4/2008,Brisbane,SW,24,SW,SSE,9,7
7/4/2008,Adelaide,NNE,30,NNE,NE,6,13
7/4/2008,Perth,W,26,NNE,NNW,11,6
7/4/2008,Hobart,NNW,28,NW,N,17,9
7/4/2008,Darwin,E,44,SE,E,22,13
7/5/2008,Sydney,NA,NA,WNW,NE,11,15
7/5/2008,Canberra,W,13,NA,WNW,NA,2
7/5/2008,Melbourne,N,52,N,NNE,24,30
7/5/2008,Brisbane,S,37,S,SSW,11,7
7/5/2008,Perth,WSW,44,W,SW,13,17
7/5/2008,Hobart,NNW,28,NNW,NW,13,15
7/5/2008,Darwin,ESE,46,E,E,20,19
7/6/2008,Sydney,NA,NA,W,SSE,15,4
7/6/2008,Canberra,NW,41,WNW,NNW,2,22
7/6/2008,Melbourne,N,74,N,NNW,31,44
7/6/2008,Brisbane,ENE,31,SSW,E,7,17
7/6/2008,Adelaide,NNW,52,NNE,NNW,15,22
7/6/2008,Perth,NNE,24,ENE,NE,4,7
7/6/2008,Hobart,NNW,41,NNW,N,19,7
7/6/2008,Darwin,E,41,ESE,SE,11,13
7/7/2008,Sydney,NA,NA,W,N,9,11
7/7/2008,Canberra,W,35,NA,N,0,13
7/7/2008,Melbourne,NNE,57,N,N,28,22
7/7/2008,Brisbane,NE,17,SW,NE,9,9
7/7/2008,Adelaide,WSW,46,WNW,SW,17,13
7/7/2008,Perth,N,37,NE,NNE,15,13
7/7/2008,Hobart,NNW,39,NNW,WNW,13,4
7/7/2008,Darwin,E,48,SE,ESE,11,22
7/8/2008,Sydney,NA,NA,W,SE,11,7
7/8/2008,Canberra,NW,35,NA,NW,0,15
7/8/2008,Melbourne,N,37,N,N,13,11
7/8/2008,Brisbane,WSW,31,SW,NW,7,2
7/8/2008,Adelaide,SW,43,SW,WSW,11,22
7/8/2008,Perth,NNW,24,NE,N,9,13
7/8/2008,Hobart,NNW,24,N,NNW,7,13
7/8/2008,Darwin,ESE,54,SE,ESE,20,33
7/9/2008,Sydney,NA,NA,W,WSW,15,20
7/9/2008,Canberra,WNW,39,NW,NW,9,15
7/9/2008,Melbourne,N,35,N,WSW,11,17
7/9/2008,Brisbane,W,43,WSW,W,13,19
7/9/2008,Adelaide,NW,41,N,NW,9,19
7/9/2008,Perth,ESE,31,NA,ESE,0,9
7/9/2008,Hobart,NW,35,NW,N,11,13
7/9/2008,Darwin,ESE,50,SE,ESE,31,24
7/10/2008,Sydney,NA,NA,WNW,NW,11,26
7/10/2008,Canberra,NW,65,NW,NW,31,35
7/10/2008,Melbourne,WNW,69,N,WNW,15,46
7/10/2008,Brisbane,W,39,WSW,WSW,17,17
7/10/2008,Adelaide,WSW,52,WSW,SW,24,20
7/10/2008,Perth,NNW,46,NE,NNE,19,11
7/10/2008,Hobart,NNW,44,NNW,NW,19,20
7/10/2008,Darwin,ESE,48,SE,ESE,17,13
7/11/2008,Sydney,NA,NA,W,WSW,24,20
7/11/2008,Canberra,NW,59,NW,WNW,20,31
7/11/2008,Melbourne,WSW,52,W,WSW,26,26
7/11/2008,Brisbane,W,28,WSW,WSW,11,9
7/11/2008,Perth,SW,54,SW,SW,26,13
7/11/2008,Hobart,SW,52,NW,SW,20,28
7/11/2008,Darwin,E,41,ESE,NE,20,11
7/12/2008,Sydney,NA,NA,W,NE,17,13
7/12/2008,Canberra,N,20,E,NNW,2,7
7/12/2008,Melbourne,N,91,N,N,22,46
7/12/2008,Brisbane,ENE,30,SW,E,7,15
7/12/2008,Perth,SSW,19,N,SSW,7,9
7/12/2008,Hobart,NW,43,SW,N,6,9
7/12/2008,Darwin,NE,35,E,WSW,13,15
7/13/2008,Sydney,NA,NA,W,N,4,17
7/13/2008,Canberra,NNW,31,NA,NW,0,15
7/13/2008,Melbourne,N,87,N,N,33,44
7/13/2008,Brisbane,ENE,20,SSW,ENE,6,9
7/13/2008,Adelaide,NNW,54,N,NNW,17,28
7/13/2008,Perth,N,17,NE,W,7,7
7/13/2008,Hobart,N,30,NW,NNW,17,11
7/13/2008,Darwin,WNW,28,SSE,NW,13,22
7/14/2008,Sydney,NA,NA,NA,E,0,7
7/14/2008,Canberra,NNW,41,SW,NNW,7,22
7/14/2008,Melbourne,N,54,SSW,N,7,26
7/14/2008,Brisbane,N,19,SSW,NE,4,9
7/14/2008,Adelaide,N,48,W,W,15,19
7/14/2008,Perth,NE,31,NE,N,11,15
7/14/2008,Hobart,NNW,28,NW,E,13,9
